20140909,22.1928,23.1481,22.0665,22.8788,48061000
20140910,21.5067,21.6961,21.2710,21.6667,73657000
20140911,21.3300,21.5825,21.2584,21.3721,40316400
20140912,21.9655,22.3359,21.0606,21.2963,100673696
20140915,21.4478,22.0076,21.3636,21.9781,30329200
20140916,21.7214,21.8350,21.2795,21.4520,32418400
20140917,21.8645,21.9444,21.6330,21.7677,27248000
20140918,22.1801,22.1928,21.7887,21.8855,29439100
20140919,22.0539,22.3316,22.0244,22.2517,48507000
20140922,22.0833,22.0960,21.8140,21.9992,22575300
20140923,22.1970,22.3232,21.9571,22.0118,26688400
20140924,22.2769,22.3864,22.1507,22.2222,20828300
20140925,21.9487,22.2769,21.8939,22.1970,17862500
20140926,22.2769,22.3653,21.8645,21.8855,17984400
20140929,22.1633,22.3106,22.0118,22.1002,16623200
20140930,23.8342,24.1162,23.5480,23.8300,183556704
20141001,23.3418,23.6027,23.1397,23.2113,57718500
20141002,23.0892,23.4091,22.8830,23.2449,29751300
20141003,22.9125,23.2281,22.7946,23.1734,22737100
20141006,22.5379,22.9588,22.5084,22.9293,22156000
20141007,22.2938,22.5926,22.2811,22.3990,22865700
20141008,22.9419,23.0093,22.3990,22.4242,36490800
20141009,22.2475,22.8199,22.2222,22.7988,21267600
20141010,21.8266,22.2391,21.8140,22.2222,21689800
20141013,21.2374,21.8561,21.1953,21.7003,22937700
20141014,21.2921,21.6751,21.1953,21.4394,29493800
20141015,21.1448,21.1785,20.5892,21.0690,39921300
20141016,20.1515,20.4924,19.5034,20.4083,90622496
20141017,20.1810,20.4461,20.1684,20.3030,33126900
20141020,20.7071,20.7744,20.1641,20.2189,29693800
20141021,21.4057,21.4520,20.8418,20.8965,33168200
20141022,21.0985,21.7214,21.0311,21.5488,32218600
20141023,21.3763,21.4941,21.1953,21.3005,25653000
20141024,21.5152,21.5825,21.2837,21.3763,15176200
20141027,21.5446,21.6709,21.4520,21.5067,16534600
20141028,21.5488,21.6120,21.4646,21.6120,19258700
20141029,21.6035,21.6372,21.3552,21.3763,17399200
20141030,21.6961,21.8855,21.4310,21.4857,16449500
20141031,22.0960,22.1928,21.8771,22.1717,19716800
20141103,22.1801,22.2854,22.0076,22.0202,16598500
20141104,22.4200,22.4453,22.0370,22.1212,18361500
20141105,22.5547,22.6221,22.4411,22.5042,25570000
20141106,22.4158,22.5800,22.3022,22.5673,14002700
20141107,22.5253,22.6136,22.3527,22.4537,12866300
20141110,22.6810,22.7020,22.4158,22.5042,12553400
20141111,22.8072,22.8788,22.5084,22.7988,16906700
20141112,22.7525,22.8746,22.4327,22.6473,14395900
20141113,22.8830,22.9882,22.6978,22.7525,18563500
20141114,22.8788,22.9840,22.7525,22.8409,11811800
20141117,23.0766,23.1902,22.8830,22.8830,18473400
20141118,23.3081,23.4259,23.0219,23.0682,16551700
20141119,23.1229,23.2870,22.8367,23.2870,15970000
20141120,22.9545,23.0303,22.8620,22.9419,13196800
20141121,22.9040,23.0850,22.8241,23.0429,20053200
20141124,22.8914,23.0219,22.8241,23.0135,14415400
20141125,22.8956,23.0177,22.8241,22.8241,15765700
20141126,22.9672,23.0135,22.8535,22.9630,9479100
20141128,23.0976,23.2323,22.9714,23.1061,7055800
20141201,23.0934,23.1987,22.9040,23.0471,16256600
20141202,23.1566,23.3165,22.9588,23.0892,14171200
20141203,23.0682,23.1608,22.9377,23.1608,12798300
20141204,23.0093,23.0429,22.9167,22.9924,13416300
20141205,23.0682,23.1019,22.9419,23.1019,13280900
20141208,23.2113,23.4175,23.0471,23.2955,31430900
20141209,23.3165,23.3628,22.9630,22.9756,26249800
20141210,23.2618,23.3965,23.1061,23.1566,39024800
20141211,23.9015,24.2551,23.2786,23.3207,56376300
20141212,23.4722,23.8973,23.4680,23.6406,22610000
20141215,23.3333,23.8636,23.2534,23.5101,17738000
20141216,23.5438,23.8931,23.2113,23.3081,36090700
20141217,23.7416,23.7668,23.4301,23.5522,25013800
20141218,24.2130,24.2130,23.9394,23.9941,21471000
20141219,24.0488,24.2803,23.9731,24.2003,37502800
20141222,24.1288,24.3855,24.0152,24.1877,31965000
20141223,24.0867,24.3013,24.0783,24.2971,13514900
20141224,24.0320,24.1835,24.0278,24.1709,4185100
20141226,24.0067,24.1330,23.9646,24.1330,6790800
20141229,24.0025,24.1751,23.9141,24.0488,8495200
20141230,24.0825,24.1961,23.9226,23.9310,10450800
20141231,23.6195,24.0951,23.6027,24.0152,14060500
20150102,23.6574,23.9226,23.4554,23.7290,14021300
20150105,23.4596,23.6700,23.2744,23.5059,17694100
20150106,23.1566,23.4848,23.0177,23.4848,22926700
20150107,23.1187,23.3502,22.9125,23.2239,21981600
20150108,23.7416,23.7458,23.2744,23.2786,24326400
20150109,23.4133,23.7500,23.3586,23.7037,16652900
20150112,23.2323,23.5059,23.1355,23.4259,10791800
20150113,23.2029,23.7374,23.1145,23.4933,15368900
20150114,22.7399,23.0345,22.5253,22.8830,23952200
20150115,22.3148,22.8577,22.2854,22.7988,27809700
20150116,22.5842,22.7062,22.2054,22.2769,23340900
20150120,22.5926,22.7567,22.2727,22.6852,19813200
20150121,22.4663,22.7189,22.3695,22.4790,37994100
20150122,24.0530,24.0867,23.1439,23.2239,71026496
20150123,23.8889,24.1077,23.7037,23.9857,31813900
20150126,23.5943,23.9604,23.4975,23.7247,24451400
20150127,23.0177,23.4680,23.0093,23.3670,22637100
20150128,22.6599,23.2660,22.6389,23.1692,20416700
20150129,22.7104,22.7525,22.4495,22.6221,15084700
20150130,22.3064,22.7525,22.2896,22.6641,24970100
20150202,22.6052,22.6894,22.1128,22.3527,18525000
20150203,22.8325,22.9377,22.6810,22.6894,17583800
20150204,22.6052,22.8872,22.5210,22.7652,16251600
20150205,22.8493,22.9419,22.6052,22.6641,14671800
20150206,22.9377,23.1061,22.7525,22.8114,18894200
20150209,22.8662,23.0766,22.7315,22.7315,10209900
20150210,23.2618,23.3880,22.6768,22.9125,25966100
20150211,23.2071,23.3375,23.0008,23.3249,14791600
20150212,23.0387,23.4217,23.0177,23.4175,21275900
20150213,23.7668,23.8258,23.1481,23.1566,24438100
20150217,23.7458,23.7626,23.4891,23.6406,17697400
20150218,23.9478,23.9857,23.6995,23.7332,14064700
20150219,24.2635,24.2845,23.7500,23.9773,18514300
20150220,24.4192,24.4318,24.0993,24.2719,16655000
20150223,24.4402,24.6633,24.3013,24.3434,19293800
20150224,24.5791,24.6380,24.3561,24.4402,11979300
20150225,24.5581,24.6633,24.3981,24.6380,18242200
20150226,24.6380,24.7727,24.4992,24.5076,13568900
20150227,24.3729,24.7054,24.3013,24.6970,14896300
20150302,24.5707,24.6886,24.2214,24.2214,15422100
20150303,24.5202,24.6759,24.4150,24.5623,11651700
20150304,24.5412,24.7475,24.2466,24.3519,13759400
20150305,24.8653,24.9537,24.5286,24.5286,16353800
20150306,25.1978,25.4503,24.8401,24.8737,32800200
20150309,25.5934,25.6439,25.1389,25.1978,32726500
20150310,24.9200,25.4630,24.8611,25.2736,37409200
20150311,25.1178,25.3367,24.9663,24.9705,25660600
20150312,25.0042,25.3157,24.8695,25.2778,17642000
20150313,24.8611,25.2694,24.6717,25.2694,18692000
20150316,25.0715,25.2441,24.8822,25.0505,15026300
20150317,25.0379,25.2062,24.7685,25.0631,16373000
20150318,24.5918,24.9832,24.2761,24.9832,37188900
20150319,24.3603,24.5539,23.8594,23.9099,32250200
